OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFactor,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,NOTES_SEG,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURREV,OV_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Length
5494,2292_001.1,1,1.0946,1.0117,1.0095,1.0106,-1796,12638.3,12614.7,12944.9,13569.7,14968.5,14751.4,11546,11524,11826,12397,13675,13477,9800,9700,10000,10500,12000,11500,35,WFRC,WFRC,,0.0,0,100,0,0,0,500,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,2484.44975899893
5495,2292_002.3,1,1.0946,1.0117,1.0095,1.0106,-2906,14759.4,16613.8,17507.1,19523.4,20924.9,21482.4,13484,15178,15994,17836,19116,19626,10500,12500,13000,15000,16000,16500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,951.884622932503
5496,2292_002.7,1,1.0946,1.0117,1.0095,1.0106,-3934,15885.2,17132.1,18362.5,19870.4,21362.0,22164.6,14512,15651,16776,18153,19516,20249,10500,11500,13000,14000,15500,16500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,642.106045697314
5497,2292_003.0,1,1.0946,1.0117,1.0095,1.0106,-5109,17171.0,20364.1,22505.4,23135.7,24970.0,25972.2,15687,18604,20560,21136,22812,23728,10500,13500,15500,16000,17500,18500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,315.698016814901
5498,2292_003.2,1,1.0946,1.0117,1.0095,1.0106,-3467,17835.3,21659.3,10585.1,13141.3,14851.6,16479.6,16294,19787,9670,12006,13568,15055,13000,16500,6200,8500,10000,11500,35,WFRC,WFRC,,0.0,0,0,10300,8500,8500,7500,0,0,0,0,0,0,0,big smoothing due to area type changes,,0,0,0,0,0,0,0,0,0,Salt Lake,636.528042131079
5499,2292_003.5,1,1.0946,1.0117,1.0095,1.0106,-2209,23584.6,28271.8,11673.9,13882.1,16264.1,16258.8,21546,25828,10665,12682,14858,14854,19500,23500,8500,10500,12500,12500,35,WFRC,WFRC,,0.0,0,0,15000,14000,13000,13000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,318.990382982405
5500,2292_003.6,1,1.0946,1.0117,1.0095,1.0106,-4285,25856.7,30972.9,11993.8,13011.8,15647.3,21588.2,23622,28296,10957,11887,14295,19722,19500,24000,6700,7600,10000,15500,35,WFRC,WFRC,,0.0,0,0,17300,17400,15500,10000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,318.586976269608
5501,2292_003.8,1,1.0946,1.0117,1.0095,1.0106,-1310,21445.6,27870.5,11558.1,9648.2,10593.6,12182.4,19592,25462,10559,8814,9678,11130,18500,24000,9200,7500,8400,9800,35,WFRC,WFRC,,0.0,0,0,14800,17000,17100,16200,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,637.579277399248
5502,2292_004.1,1,1.0946,1.0117,1.0095,1.0106,207,19784.9,22807.3,24387.4,12965.9,13833.3,14929.5,18075,20836,22280,11845,12638,13639,18500,21000,22500,12000,13000,14000,35,WFRC,WFRC,,0.0,0,0,0,11000,11000,11000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,636.390134276831
5503,2292_004.4,1,1.0946,1.0117,1.0095,1.0106,-2613,19812.3,21338.7,24225.8,22698.2,23433.2,24228.6,18100,19495,22132,20737,21408,22135,15500,17000,19500,18000,19000,19500,35,WFRC,WFRC,,0.0,0,0,0,2000,1500,1500,0,0,0,0,0,0,0,smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,636.265731973633
5504,2292_004.7,1,1.0946,1.0117,1.0095,1.0106,12527,4432.6,4551.1,4725.0,4921.3,5528.9,6602.6,4050,4158,4317,4496,5051,6032,16500,16500,17000,17000,17500,18500,35,WFRC,WFRC,,0.0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,637.718121690825
5505,2292_005.0,1,1.0946,1.0117,1.0095,1.0106,12238,5814.9,6305.9,7431.8,7513.7,8453.3,9302.3,5312,5761,6790,6864,7723,8498,17500,18000,19000,19000,20000,20500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,1273.70802886702
5506,2292_005.6,1,1.0924,1.0104,1.0243,1.01735,9224,7761.4,8141.4,9157.9,9365.1,10252.2,11071.1,7105,7453,8383,8573,9385,10135,16500,16500,17500,18000,18500,19500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,1007.45499397828
5507,2292_006.0,1,1.0924,1.0104,1.0243,1.01735,6487,11545.8,11723.4,12577.1,12600.7,14089.8,14720.6,10569,10732,11513,11535,12898,13475,17000,17000,18000,18000,19500,20000,35,WFRC,WFRC,,0.0,0,500,0,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,981.613912563043
5508,2292_006.5,1,1.0924,1.0104,1.0243,1.01735,8015,13351.1,13484.2,14559.2,14548.1,16998.3,18638.4,12222,12344,13328,13318,15561,17062,20000,20500,21500,21500,23500,25000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,649.442777061301
5509,2292_006.8,1,1.0946,1.0117,1.0095,1.0106,-5716,10977.3,11134.3,11883.0,12193.9,13574.0,14731.1,10029,10172,10856,11140,12401,13458,4300,4500,5100,5400,6700,7700,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,,0,0,0,0,1,0,0,0,0,Salt Lake,2185.37897256556
5510,2292_007.8,1,1.0946,1.0117,1.0095,1.0106,217,4524.8,4568.8,4745.6,4838.8,5088.7,5137.6,4134,4174,4335,4421,4649,4694,4400,4400,4600,4600,4900,4900,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,1130.32645475782
5511,2292_008.4,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,UDOT,WFRC,remove segment from shapefile,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0,1,Salt Lake,538.897594036036
5512,2292_008.6,1,0.9593,0.9859,1.003,0.99445,-455,4524.8,4568.8,4745.6,4838.8,5088.7,5137.6,4717,4763,4947,5044,5305,5356,4300,4300,4500,4600,4800,4900,35,UDOT,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,,0,0,0,0,0,0,0,0,0,Salt Lake,3031.33462324085
5513,2292_010.1,1,0.9593,0.9859,1.003,0.99445,1717,1840.8,1853.9,1933.1,1960.7,2088.8,2076.3,1919,1933,2015,2044,2177,2164,3600,3600,3700,3800,3900,3900,35,UDOT,WFRC,,0.0,0,100,100,100,100,100,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,7999.65570041928
5514,2292_013.8,1,0.9593,0.9859,1.003,0.99445,5168,140.2,156.8,173.6,168.8,206.7,173.6,146,163,181,176,215,181,5300,5300,5300,5300,5400,5300,35,UDOT,WFRC,,0.0,0,100,100,100,0,100,0,0,0,1,0,0,0,smoothing,,0,0,0,0,1,0,0,0,0,Salt Lake,6624.972589713
5515,2292_017.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,UDOT,WFRC,Delete in seg shapefile,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0,1,Salt Lake,210.825774638397
5516,2293_000.0,1,1.0946,1.0117,1.0095,1.0106,3914,4424.7,4291.9,4822.3,5170.2,4527.1,5089.2,4042,3921,4406,4723,4136,4649,8000,7800,8300,8600,8000,8600,35,WFRC,WFRC,,0.0,0,200,0,0,600,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,1353.89318236104
5517,2293_000.6,1,1.0924,1.0104,1.0243,1.01735,3325,5058.6,5121.5,6115.5,7094.8,5892.7,6314.2,4631,4688,5598,6495,5394,5780,8000,8000,8900,9800,8700,9100,35,WFRC,WFRC,,0.0,0,0,0,0,1100,800,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,1292.90329178602
5518,2296_000.0,1,1.0946,1.0117,1.0095,1.0106,-10556,20813.9,21653.3,22376.0,22061.1,21933.5,22189.8,19015,19782,20442,20154,20038,20272,8500,9200,9900,9600,9500,9700,35,WFRC,WFRC,,0.0,0,0,0,300,400,300,0,0,0,1,0,0,0,smoothing,,0,0,0,0,1,0,0,0,0,Salt Lake,1139.7851148526
5519,2300_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,add seg id to TDM,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,1,0,0,0,0,1,Salt Lake,586.814394422464
5520,2300_000.3,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,WFRC,WFRC,,0.0,0,9900,9900,9900,10000,10000,0,0,0,0,0,1,0,Not in TDM. Add some growth.,,0,0,0,0,0,0,0,0,0,Salt Lake,651.376545988237
5521,2302_000.0,1,1.0946,1.0117,1.0095,1.0106,11976,4427.2,5271.9,6020.5,6039.1,5844.2,6630.2,4045,4816,5500,5517,5339,6057,16000,17000,17500,17500,17500,18000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,170.655801373296
5522,2305_000.0,1,1.0946,1.0117,1.0095,1.0106,7825,3304.9,1100.6,1374.8,1941.3,2112.0,2488.9,3019,1005,1256,1774,1929,2274,11000,8800,9100,9600,9800,10000,35,WFRC,WFRC,,0.0,0,2700,2400,2400,2700,2500,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,638.377712392451
5523,2305_000.3,1,1.0946,1.0117,1.0095,1.0106,10005,918.0,1174.4,1756.4,2512.9,2713.5,3019.5,839,1073,1605,2296,2479,2759,11000,11000,11500,12500,12500,13000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,1271.12070146887
5524,2305_000.9,1,1.0946,1.0117,1.0095,1.0106,8860,2171.6,2973.9,7763.4,9989.0,10515.4,9964.2,1984,2717,7092,9126,9607,9103,11000,11500,16000,18000,18500,18000,35,WFRC,WFRC,,0.0,0,0,-2000,-2000,-2000,-1500,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,636.50442702051
5525,2306_000.0,1,1.0946,1.0117,1.0095,1.0106,-347,15836.3,18481.2,39160.9,41696.9,42535.0,33800.9,14468,16884,35776,38093,38859,30880,14000,16500,35500,37500,38500,30500,35,WFRC,WFRC,,0.0,0,0,-17000,-17000,-17000,-8500,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,318.971173717435
5526,2306_000.1,1,1.0946,1.0117,1.0095,1.0106,1218,14124.0,17580.1,37714.9,39844.1,39947.5,25218.1,12903,16061,34455,36401,36495,23039,14000,17500,35500,37500,37500,24500,35,WFRC,WFRC,,0.0,0,0,-17000,-17000,-17000,-3000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,318.708448041075
5527,2306_000.3,1,1.0946,1.0117,1.0095,1.0106,4252,8935.1,11166.5,30035.7,27185.8,27728.3,25454.1,8163,10201,27440,24836,25332,23254,12500,14500,31500,29000,29500,27500,35,WFRC,WFRC,,0.0,0,0,-15000,-12000,-12000,-10000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,637.68847393666
5528,2306_000.6,1,1.0946,1.0117,1.0095,1.0106,5030,8083.2,9151.2,11236.6,23354.6,23800.9,22465.6,7385,8360,10265,21336,21744,20524,12500,13500,15500,26500,27000,25500,35,WFRC,WFRC,,0.0,0,0,0,-10000,-10000,-8000,0,0,0,0,0,0,0,big smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,636.106714571529
5529,2306_000.9,1,1.0946,1.0117,1.0095,1.0106,2785,9163.4,9798.6,11285.0,13685.2,14490.5,14455.9,8371,8952,10310,12502,13238,13207,11000,11500,13000,15500,16000,16000,35,WFRC,WFRC,,0.0,0,0,0,-1000,-1000,-1000,0,0,0,0,0,0,0,smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,636.370579729825
5530,2306_001.2,1,1.0946,1.0117,1.0095,1.0106,-7160,18671.8,18682.9,20290.9,19618.5,19959.6,20731.7,17058,17068,18537,17923,18235,18940,9900,9900,11500,11000,11000,12000,35,WFRC,WFRC,,0.0,0,0,-500,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,637.573984349825
5531,2306_001.5,1,1.0946,1.0117,1.0095,1.0106,-5401,16746.1,16818.4,18424.4,19111.6,19503.5,19342.5,15299,15365,16832,17460,17818,17671,9900,10000,11500,12000,12500,12500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,649.306761295206
5532,2306_001.8,1,1.0924,1.0104,1.0243,1.01735,-4993,16266.4,16646.4,18341.8,17428.9,17750.5,18093.6,14891,15238,16790,15955,16249,16563,9900,10000,12000,11000,11500,11500,35,WFRC,WFRC,,0.0,0,0,0,1000,500,1000,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,624.241471019089
5533,2306_002.1,1,1.0924,1.0104,1.0243,1.01735,-3250,9166.3,9119.0,9154.4,9527.7,10486.4,10895.2,8391,8348,8380,8722,9599,9974,5100,5100,5100,5500,6300,6700,35,WFRC,WFRC,,0.0,0,100,100,0,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,763.777346375256
5534,2306_002.5,1,1.0924,1.0104,1.0243,1.01735,-18939,26305.2,27028.5,27869.8,27920.9,28657.8,29113.1,24080,24742,25512,25559,26234,26651,5100,5800,6600,6600,7300,7700,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,,0,0,0,0,1,0,0,0,0,Salt Lake,339.058807872046
5535,2308_000.0,1,1.0946,1.0117,1.0095,1.0106,13552,5282.9,4093.6,4518.4,4932.0,5559.6,5910.3,4826,3740,4128,4506,5079,5400,18500,17500,17500,18000,18500,19000,35,WFRC,WFRC,,0.0,0,1000,1000,500,0,0,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,319.716407048092
5536,2308_000.1,1,1.0946,1.0117,1.0095,1.0106,13462,5381.1,5667.4,6613.3,6791.0,7666.4,8795.1,4916,5178,6042,6204,7004,8035,18500,18500,19500,19500,20500,21500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.933730917985
5537,2308_000.3,1,1.0946,1.0117,1.0095,1.0106,14813,3902.2,4594.8,5882.8,6442.9,7153.7,8294.6,3565,4198,5374,5886,6535,7578,18500,19000,20000,20500,21500,22500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,319.608363116383
5538,2308_000.4,1,1.0946,1.0117,1.0095,1.0106,14389,4365.9,4925.8,5736.2,5835.2,6202.6,7075.6,3989,4500,5240,5331,5667,6464,18500,19000,19500,19500,20000,21000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,319.877377295582
5539,2308_000.6,1,1.0946,1.0117,1.0095,1.0106,4457,3297.8,3944.2,4480.0,4563.4,5137.1,5906.8,3013,3603,4093,4169,4693,5396,7500,8100,8600,8600,9200,9900,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,319.757745133166
5540,2308_000.7,1,1.0946,1.0117,1.0095,1.0106,5214,2469.0,2963.2,3406.8,3403.6,3677.5,4602.1,2256,2707,3112,3109,3360,4204,7500,7900,8300,8300,8600,9400,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,319.106460574747
5541,2316_000.0,1,1.0946,1.0117,1.0095,1.0106,-17901,42691.1,37225.5,33345.6,38374.5,39894.6,42138.7,39002,34008,30464,35058,36447,38497,21000,16000,12500,17000,18500,20500,35,WFRC,WFRC,,0.0,0,5500,9000,5000,5000,3000,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,318.350433482639
5542,2316_000.1,1,1.0946,1.0117,1.0095,1.0106,-17926,42719.3,36186.5,31331.2,36075.2,37333.8,39441.2,39027,33059,28623,32957,34107,36033,21000,15000,10500,15000,16000,18000,35,WFRC,WFRC,,0.0,0,6500,11000,7000,6000,4500,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,319.003648777131
5543,2316_000.3,1,1.0946,1.0117,1.0095,1.0106,-14213,38654.2,37847.5,31210.9,31710.5,32593.9,35015.1,35314,34577,28514,28970,29777,31989,21000,20500,14500,15000,15500,18000,35,WFRC,WFRC,,0.0,0,1000,7000,7000,7000,5000,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,636.564485156793
5544,2316_000.6,1,1.0946,1.0117,1.0095,1.0106,-56,18722.5,21313.0,20679.4,21368.7,21703.5,22253.8,17104,19471,18892,19522,19828,20331,17000,19500,19000,19500,20000,20500,35,WFRC,WFRC,,0.0,0,0,500,0,0,0,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,636.571083020747
5545,2316_000.9,1,1.0946,1.0117,1.0095,1.0106,-25377,42771.7,39766.3,36797.1,38481.6,38808.0,41386.6,39075,36330,33617,35156,35454,37810,13500,11000,8200,9800,10000,12500,35,WFRC,WFRC,,0.0,0,3000,5800,5200,5000,4000,0,0,0,1,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,1,0,0,0,0,Salt Lake,636.585217385911
5546,2316_001.2,1,1.0946,1.0117,1.0095,1.0106,-10881,32459.1,30939.3,30952.2,32333.6,33115.8,34919.8,29654,28265,28277,29539,30254,31902,19000,17500,17500,18500,19500,21000,35,WFRC,WFRC,,0.0,0,1500,1500,1000,1000,500,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,636.718108261015
5547,2316_001.5,1,1.0946,1.0117,1.0095,1.0106,-15219,37207.6,34021.4,34819.2,36340.4,37228.3,38714.0,33992,31081,31810,33200,34011,35368,19000,16000,16500,18000,19000,20000,35,WFRC,WFRC,,0.0,0,3000,3000,2500,1500,1000,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,319.020309480779
5548,2316_001.6,1,1.0946,1.0117,1.0095,1.0106,-15041,37012.8,34295.5,35335.5,37233.7,38391.0,40226.1,33814,31332,32282,34016,35073,36750,19000,16500,17000,19000,20000,21500,35,WFRC,WFRC,,0.0,0,2500,2500,1000,1000,500,0,0,0,0,0,0,0,"smoothing, variations made to adjust for change of area type nearby",,0,0,0,0,0,0,0,0,0,Salt Lake,318.360694301692
5549,2317_000.0,1,1.0946,1.0117,1.0095,1.0106,-8379,17217.1,17652.3,19139.1,20395.0,20020.3,20252.1,15729,16127,17485,18632,18290,18502,7400,7700,9100,10500,9900,10000,35,WFRC,WFRC,,0.0,0,0,0,-500,100,0,0,0,0,1,0,0,0,smoothing,,0,0,0,0,1,0,0,0,0,Salt Lake,637.622334328975
5550,2322_000.0,1,1.0924,1.0104,1.0243,1.01735,1979,400.2,550.7,860.6,1443.8,1610.7,1745.5,366,504,788,1322,1474,1598,2300,2500,2800,3300,3500,3600,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,1391.78487219707
5551,2322_000.7,1,1.0946,1.0117,1.0095,1.0106,3424,1398.1,1594.4,1887.6,2478.6,2676.6,2805.8,1277,1457,1724,2264,2445,2563,4700,4900,5100,5700,5900,6000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,2519.36148232822
5552,2322_001.8,1,1.0946,1.0117,1.0095,1.0106,-1455,5787.5,6910.4,8015.1,9117.4,9848.6,11007.1,5287,6313,7322,8329,8997,10056,3800,4900,5900,6900,7500,8600,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,951.633832359906
5553,2322_002.3,1,1.0946,1.0117,1.0095,1.0106,-5006,9674.1,11211.1,13416.7,14046.6,15048.0,16048.3,8838,10242,12257,12833,13747,14661,3800,5200,7300,7800,8700,9700,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,none,,0,0,0,0,1,0,0,0,0,Salt Lake,640.043382958047
5554,2322_002.6,1,1.0946,1.0117,1.0095,1.0106,-2715,7166.6,8813.7,11390.8,13867.4,14772.9,15583.5,6547,8052,10406,12669,13496,14237,3800,5300,7700,10000,11000,11500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,none,,0,0,0,0,0,0,1,0,0,Salt Lake,318.260582309784
5555,2322_002.7,1,1.0946,1.0117,1.0095,1.0106,6680,7737.6,9192.3,10963.2,11796.3,12680.4,13736.4,7069,8398,10016,10777,11585,12549,13500,15000,16500,17500,18500,19000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.385077594101
5556,2322_002.9,1,1.0946,1.0117,1.0095,1.0106,6532,7899.7,9182.4,10836.1,11484.4,12421.5,13358.1,7217,8389,9900,10492,11348,12204,13500,15000,16500,17000,18000,18500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.259491988674
5557,2322_003.0,1,1.0946,1.0117,1.0095,1.0106,9736,9145.7,10129.5,11875.4,12205.3,13281.9,14222.7,8355,9254,10849,11150,12134,12994,18000,19000,20500,21000,22000,22500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.391512557682
5558,2322_003.2,1,1.0946,1.0117,1.0095,1.0106,12400,8214.9,9463.4,10890.1,11076.1,11793.1,12615.0,7505,8646,9949,10119,10774,11525,20000,21000,22500,22500,23000,24000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,319.046143408945
5559,2322_003.3,1,1.0946,1.0117,1.0095,1.0106,2849,9386.3,11782.5,13074.4,13505.2,14574.3,14967.6,8575,10764,11944,12338,13315,13674,11500,13500,15000,15000,16000,16500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.52385100995
5560,2322_003.5,1,1.0946,1.0117,1.0095,1.0106,4998,7034.4,9636.1,10885.4,11225.1,12080.2,12107.3,6426,8803,9945,10255,11036,11061,11500,14000,15000,15500,16000,16000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,318.655712825178
5561,2322_003.6,1,1.0946,1.0117,1.0095,1.0106,4787,7264.5,8569.7,9662.0,10070.7,10861.1,10710.4,6637,7829,8827,9200,9922,9785,11500,12500,13500,14000,14500,14500,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,636.909931221404
5562,2322_003.9,1,1.0946,1.0117,1.0095,1.0106,6129,7351.6,9170.8,10155.5,10615.7,11573.4,10843.0,6716,8378,9278,9698,10573,9906,13000,14500,15500,16000,16500,16000,35,WFRC,WFRC,,0.0,0,0,0,0,0,500,0,0,0,0,0,0,0,smoothing,,0,0,0,0,0,0,0,0,0,Salt Lake,636.915570269561
5563,2322_004.2,1,1.0946,1.0117,1.0095,1.0106,4130,6415.2,7654.4,8058.7,8422.5,8680.9,1805.2,5861,6993,7362,7695,7931,1649,10000,11000,11500,12000,12000,5800,35,WFRC,WFRC,,0.0,0,0,0,0,0,6700,0,0,0,0,0,0,0,smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,637.712082974311
5564,2322_004.5,1,1.0946,1.0117,1.0095,1.0106,0,6764.6,7371.1,7226.2,7355.3,7388.4,1695.7,6180,6734,6602,6720,6750,1549,6200,6700,6600,6700,6800,1500,35, ,WFRC,,0.0,0,0,100,0,0,5500,0,0,0,0,0,0,0,smoothing due to area type changes nearby,,0,0,0,0,0,0,0,0,0,Salt Lake,1274.61352853896
5565,2324_000.0,1,1.0946,1.0117,1.0095,1.0106,-1316,32978.0,34551.4,36526.6,37876.0,39229.1,40889.7,30128,31565,33370,34603,35839,37356,29000,30000,32000,33500,34500,36000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,316.957866893111
5566,2324_000.1,1,1.0946,1.0117,1.0095,1.0106,1524,29869.0,31566.4,32701.0,33594.3,34958.0,36633.4,27288,28838,29875,30691,31937,33467,29000,30500,31500,32000,33500,35000,35,WFRC,WFRC,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,,0,0,0,0,0,0,0,0,0,Salt Lake,322.527117067701
