SEGID,EDITKEY,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,TIMESTAMP,ObjectId
3368_001.7,bill,200,1100,0,-600,0,Smoothing,1693362636573,730
3368_001.7,bill,200,1100,600,-600,0,Smoothing,1693362643562,731
3368_001.7,bill,200,1200,700,-600,0,Smoothing,1693362657405,732
3368_001.2,bill,200,1200,700,-600,0,New connectivity in 2042,1693362683107,733
3368_001.2,bill,200,1200,1000,-600,0,New connectivity in 2042,1693362701721,734
3368_001.2,bill,200,1200,1200,-600,0,New connectivity in 2042,1693362718717,735
3362_000.0,bill,0,0,0,0,0,None,1693362779177,736
3362_000.5,bill,0,0,0,0,0,High growth area,1693362799542,737
3362_000.0,bill,0,0,0,0,0,High growth area,1693362806115,738
3362_001.5,bill,0,0,0,0,0,High growth area,1693362812471,739
3362_002.5,bill,0,0,0,0,0,High growth area,1693362818257,740
3358_001.9,bill,0,3000,3000,0,0,Shifted from west,1693362869294,741
3358_001.9,bill,0,1000,3000,0,0,Shifted from west,1693362879669,742
3358_001.9,bill,0,1500,1500,0,0,Shifted from west,1693362888675,743
3358_001.9,bill,-500,1500,1200,0,0,Shifted from west,1693362904103,744
3358_001.9,bill,-500,1500,1200,200,0,Shifted from west,1693362910290,745
3358_001.4,bill,-200,1000,500,500,0,Shifted from west,1693362943733,746
3358_000.9,bill,-300,1000,500,0,0,Shifted from west,1693362977108,747
3358_002.9,bill,-500,1000,1000,0,0,Shifted from west,1693363000424,748
3358_003.9,bill,-600,1000,-500,500,0,,1693363023825,749
0039_004.0,bill,0,0,0,0,0,None,1693363062071,750
0039_004.3,bill,0,0,0,0,0,None,1693363070058,751
0204_001.5,bill,500,0,0,0,0,New connectivity in 2042,1693363114242,752
0204_001.8,bill,500,0,0,0,0,New connectivity in 2042,1693363123265,753
0204_002.1,bill,0,0,0,0,0,New connectivity in 2042,1693363131706,754
0204_002.4,bill,0,0,0,0,0,New connectivity in 2042,1693363139110,755
0204_002.5,bill,0,0,0,0,0,New connectivity in 2042,1693363147050,756
0204_002.7,bill,0,0,0,0,0,New connectivity in 2042,1693363157675,757
0204_003.1,bill,0,0,0,0,0,New connectivity in 2042,1693363162395,758
0204_003.6,bill,0,0,0,0,0,New connectivity in 2042,1693363167098,759
0204_003.6,bill,1000,0,0,0,0,New connectivity in 2042,1693363180156,760
0204_004.1,bill,1000,0,0,0,0,New connectivity in 2042,1693363192634,761
0204_004.6,bill,1000,0,0,0,0,New connectivity in 2042,1693363202891,762
0204_004.6,bill,1000,0,0,0,0,Smoothing,1693363227376,763
0204_005.1,bill,0,0,0,0,0,None,1693363235748,764
0235_000.0,bill,0,0,0,0,0,Additional connectivity in 2050,1693363259088,765
3448_000.0,bill,500,500,500,500,0,,1693363287403,766
3448_000.0,bill,500,500,500,500,0,Smoothing,1693363294691,767
0235_001.1,bill,500,0,0,0,0,,1693363312805,768
0235_001.1,bill,500,0,0,0,0,Smoothing,1693363325180,769
3436_000.0,bill,0,0,200,-200,0,,1693363352919,770
3436_000.0,bill,0,0,200,-200,0,Smoothing,1693363360975,771
3436_001.3,bill,0,0,0,-200,0,,1693363403686,772
3436_001.3,bill,0,0,0,-200,0,Smoothing,1693363408491,773
0235_001.2,bill,0,0,0,-1000,0,WHY SO FAR DROP 2050,1693363466083,774
0235_001.2,bill,0,0,0,-1000,2000,WHY SO FAR DROP 2050,1693363470952,775
0235_001.2,bill,0,0,0,-1000,2000,Smoothing,1693363476304,776
3450_000.0,bill,0,0,0,0,-2000,WHY SO FAR JUMP 2050,1693363492752,777
3450_000.0,bill,0,0,0,0,-3000,WHY SO FAR JUMP 2050,1693363506129,778
3454_000.0,bill,0,0,0,0,500,None,1693363529128,779
3452_000.0,bill,500,500,0,0,1000,Additional capacity on parallel facility in 2050,1693363543055,780
3361_000.0,bill,0,0,0,0,0,None,1693363572027,781
3361_000.2,bill,0,0,0,0,0,None,1693363578231,782
3361_000.9,bill,0,0,0,0,0,None,1693363584518,783
3361_001.0,bill,0,0,0,0,0,None,1693363590790,784
3361_001.3,bill,0,0,0,0,0,None,1693363596662,785
3361_001.6,bill,100,200,300,0,0,Smoothing,1693363613457,786
3361_001.9,bill,0,0,0,0,0,None,1693363624464,787
3361_002.2,bill,-100,0,0,0,0,,1693363636775,788
3361_002.2,bill,-100,0,0,0,0,Smoothing,1693363643446,789
3361_002.3,bill,-100,-200,0,0,0,,1693363661124,790
3361_002.3,bill,-100,-200,0,0,0,Smoothing,1693363668981,791
3361_002.5,bill,0,-500,0,0,0,,1693363682508,792
3361_002.5,bill,0,-400,0,0,0,,1693363686412,793
3361_002.5,bill,0,-300,0,0,0,,1693363691432,794
3361_002.5,bill,0,-300,0,100,0,Smoothing,1693363699920,795
3361_002.9,bill,0,0,100,100,0,,1693363714531,796
3361_002.9,bill,0,0,100,200,0,,1693363721187,797
3361_002.9,bill,0,0,100,200,0,Smoothing,1693363728692,798
3360_001.7,bill,0,0,0,0,0,None,1693363740783,799
3360_002.0,bill,0,0,0,0,0,None,1693363747106,800
3360_002.1,bill,500,300,300,0,0,None,1693363764218,801
3360_002.1,bill,500,300,300,0,0,Smoothing,1693363772092,802
3360_002.3,bill,800,800,800,800,0,Adjust for area type change,1693363805598,803
3360_002.3,bill,800,800,1100,800,0,Adjust for area type change,1693363813688,804
3360_002.3,bill,800,700,900,600,0,Adjust for area type change,1693363831352,805
3360_002.3,bill,800,700,900,400,0,Adjust for area type change,1693363839974,806
3360_002.7,bill,400,200,400,0,0,,1693363861490,807
3360_002.7,bill,400,200,700,0,0,,1693363868295,808
3360_002.7,bill,400,200,500,200,0,,1693363877219,809
3360_002.7,bill,400,200,600,200,0,,1693363885106,810
3360_002.7,bill,400,200,600,200,0,Smoothing,1693363893297,811
3442_004.5,bill,0,0,0,-500,0,Smoothing,1693363923786,812
3442_003.4,bill,0,0,0,0,0,None,1693363934943,813
3354_001.7,bill,0,0,0,-100,0,Smoothing,1693363953791,814
3354_002.6,bill,0,0,0,-500,0,Smoothing,1693363965799,815
3354_003.7,bill,0,0,0,0,0,None,1693363978109,816
3354_004.1,bill,0,0,0,0,0,None,1693363995205,817
3354_000.0,bill,0,0,0,0,0,None,1693364007683,818
3350_000.0,bill,0,0,0,0,0,New connectivity in 2050,1693364029547,819
3350_000.3,bill,0,0,0,0,0,NO MODEL DATA,1693364045559,820
3354_000.4,bill,0,0,0,0,0,None,1693364079266,821
3354_000.5,bill,500,0,0,0,0,Smoothing,1693364088257,822
3354_000.6,bill,500,0,0,0,0,,1693364094811,823
3354_000.6,bill,500,0,0,0,0,Smoothing,1693364099465,824
3354_001.4,bill,0,0,0,0,0,New connectivity in 2050,1693364117962,825
3354_001.4,bill,0,0,500,0,0,New connectivity in 2050,1693364124134,826
3408_000.0,bill,0,0,0,0,0,NO MODEL DATA,1693364139511,827
3408_000.7,bill,0,0,0,0,0,NO MODEL DATA,1693364155439,828
3408_000.6,bill,0,0,0,0,0,NO MODEL DATA,1693364161745,829
3408_000.9,bill,0,0,0,0,0,NO MODEL DATA,1693364171417,830
3408_001.1,bill,0,0,0,0,0,NO MODEL DATA,1693364187780,831
3408_001.4,bill,0,0,0,0,0,NO MODEL DATA,1693364196135,832
3408_001.7,bill,0,0,0,0,0,NO MODEL DATA,1693364207079,833
3408_002.0,bill,0,0,0,0,0,NO MODEL DATA,1693364215850,834
3410_001.4,bill,0,0,0,0,0,None,1693364255996,835
3392_000.0,bill,0,0,0,0,0,None,1693364267606,836
3400_001.0,bill,0,0,0,0,100,,1693364281015,837
3400_001.0,bill,0,0,0,0,100,Smoothing,1693364285401,838
3400_001.6,bill,0,-100,-100,-100,0,Smoothing,1693364301030,839
3344_001.5,bill,0,0,0,800,800,,1693364346213,840
3344_001.5,bill,0,0,0,800,800,Maintain volumes through 2050,1693364382007,841
3366_000.5,bill,0,0,0,0,0,High growth area,1693364418067,842
3358_003.9,bill,-600,1000,-500,500,0,High growth area,1693364425355,843
3316_000.0,bill,0,0,0,0,0,None,1693364438549,844
3327_000.4,bill,0,0,0,0,0,NO MODEL DATA,1693364455643,845
WFRC_8055,bill,0,0,0,2500,2500,Maintain through 2050,1693364482398,846
WFRC_8053,bill,0,0,0,0,0,NO MODEL DATA,1693364494973,847
WFRC_8214,bill,0,0,0,0,0,NO MODEL DATA,1693364565375,848
0126_019.7,bill,200,0,500,-500,0,Smoothing,1693364603170,849
3436_000.7,bill,0,-500,2500,1000,0,,1693364800872,850
3436_000.7,bill,0,-500,2300,1000,0,,1693364807795,851
3436_000.7,bill,0,-500,2000,1500,0,,1693364821787,852
3436_000.7,bill,0,-500,2000,1200,0,,1693364828676,853
3436_000.7,bill,0,-500,2000,1200,0,Smoothing,1693364840117,854
3306_004.8,bill,0,0,0,-1000,0,West Weber extension in 2050... Why is 2042 so high on 2-lane road!!,1693364886384,855
1492_003.0,bill,0,100,0,0,0,,1693364950381,856
0108_007.5,bill,0,0,-6000,-6000,-3000,,1693364970996,857
0108_007.5,bill,0,0,-9000,-9000,-9000,,1693364982122,858
0108_007.5,bill,0,0,-9000,-9000,-7000,,1693364989893,859
0108_008.0,bill,0,0,-6000,-6000,-5000,,1693365013878,860
0108_008.0,bill,0,0,-9000,-9000,-7000,,1693365023968,861
3310_000.0,bill,800,0,1000,1000,0,New 1800 N interchange in 2028,1693365068268,862
3310_000.0,bill,800,0,900,1100,0,New 1800 N interchange in 2028,1693365081476,863
3310_000.0,bill,800,0,900,1600,200,New 1800 N interchange in 2028,1693365090900,864
3310_000.0,bill,800,0,900,1700,100,New 1800 N interchange in 2028,1693365105193,865
0097_005.1,bill,-2000,3000,3000,0,0,New 1800 N interchange in 2028,1693365146156,866
0097_005.1,bill,-2000,3000,6000,0,0,New 1800 N interchange in 2028,1693365154313,867
0097_005.1,bill,-2000,3000,6000,6000,500,New 1800 N interchange in 2028,1693365179331,868
0097_005.1,bill,-2000,1500,7000,6000,500,New 1800 N interchange in 2028,1693365192292,869
0097_005.1,bill,-2000,1500,7500,5500,0,New 1800 N interchange in 2028,1693365201830,870
0097_005.1,bill,-2000,1500,7500,6500,0,New 1800 N interchange in 2028,1693365207253,871
0097_004.4,bill,0,-4000,0,0,0,Smoothing,1693365236389,872
0097_004.1,bill,0,-4000,0,0,0,Smoothing,1693365246218,873
0097_003.6,bill,0,-4000,0,0,0,Smoothing,1693365253853,874
0097_003.1,bill,0,-3000,1000,0,0,Smoothing,1693365286726,875
0108_007.0,bill,0,-4000,-4000,-4000,0,,1693365404229,876
0108_006.5,bill,0,-4000,-4000,-4000,0,,1693365423643,877
0108_006.0,bill,0,-3000,-3000,-3000,0,,1693365454449,878
0108_007.0,bill,0,-5000,-5000,-5000,0,,1693365473730,879
0013_000.0,bill,0,0,0,0,0,Smoothing,1693408135967,880
0013_000.0,bill,0,0,-500,0,0,Smoothing,1693408158366,881
3381_000.0,bill,0,-500,500,-500,0,Additional capacity in 2028,1693433494054,882
0015_311.8,bill,20,30,40,50,60,Test!,1693520479067,883
