SEGID,AADT1981,AADT1982,AADT1983,AADT1984,AADT1985,AADT1986,AADT1987,AADT1988,AADT1989,AADT1990,AADT1991,AADT1992,AADT1993,AADT1994,AADT1995,AADT1996,AADT1997,AADT1998,AADT1999,AADT2000,AADT2001,AADT2002,AADT2003,AADT2004,AADT2005,AADT2006,AADT2007,AADT2008,AADT2009,AADT2010,AADT2011,AADT2012,AADT2013,AADT2014,AADT2015,AADT2016,AADT2017,AADT2018,AADT2019,AADT2020,AADT2021
0015_325.6,,,34085,27280,38380,37060,40765,41855,46220,48385,50870,54680,57380,63440,67095,68060,69445,74260,74360,75845,77880,81430,92949,94345,96040,99635,100995,91700,98510,92470,109070,112340,113465,116755,124110,122381,123972,125708,128474,105734,124660
0015_328.7,,,37100,31835,41880,41110,31660,32505,51805,54265,57050,61325,64235,69735,73755,74815,76335,81625,81734,83365,85605,89505,101045,102560,104405,107770,110140,97790,108005,109520,116745,120250,121450,124970,132845,145332,147221,149282,152566,125562,148038
0015_330.1,,,32600,25835,35080,34310,37400,38400,45160,47280,49710,53435,56075,60875,64385,65310,66640,71260,71984,73425,75395,78830,90000,90860,91120,93050,92900,86075,97595,98960,107300,110040,111105,115250,121320,124522,129210,131479,131973,113497,133864
0015_331.6,,,35000,27335,35330,35110,38410,39435,45930,48090,50560,54345,57030,61915,65485,66425,67775,72470,73171,74635,76640,80135,90478,91210,91470,93410,93225,86420,98000,98420,106285,106815,108510,112525,118490,124919,129666,132000,132528,113974,134375
0015_332.9,,34200,36300,28925,36280,36610,39645,40705,49790,52155,54835,58940,61830,67125,70995,72015,73480,78575,80540,82150,84355,88200,94994,95092,95365,97390,97195,90100,102175,103605,104950,105475,106530,110470,116325,119352,123887,126117,126621,108894,128386
0015_334.1,34980,35600,37850,33100,38780,39660,42440,43575,53745,57430,60380,64900,68105,73935,78195,79320,80935,86545,90006,91805,94270,98565,104132,104970,105270,107505,107290,99460,112785,114365,110090,110640,111750,115885,122025,125198,129956,132295,132824,114229,134676
0015_335.8,41850,42000,44750,40315,44480,45810,48860,50165,61720,64800,68125,73225,76840,83420,88230,89500,91320,97650,101458,103485,106260,111105,100920,101735,102025,104190,103980,96390,109305,101710,103030,103545,103530,107360,113050,120406,124981,127231,127740,109856,129520
0015_337.0,41850,42000,44750,40315,44480,45810,48860,50165,61720,64800,68125,73225,76840,83420,88230,89500,91320,97650,101458,103485,106260,111105,100920,101735,102025,104190,103980,96390,109305,101710,103030,103545,103530,107360,113050,120406,124981,127231,127740,109856,129520
0015_338.5,39790,40415,42665,38530,41480,43360,43660,44825,54325,58350,61345,65940,69195,75120,81370,82540,84220,88430,91967,93191,95690,100050,89020,89740,91620,94300,89470,85980,95265,97555,93720,93905,93625,98865,108655,117782,115309,115655,114614,103382,114961
0015_339.1,29040,30440,32820,31600,34130,35870,38740,39775,43050,44385,46665,50160,52640,57150,63385,64300,65608,68256,70986,72405,80387,84004,72243,72825,74350,76525,77675,74645,82705,84690,85610,85785,85525,90315,99255,107594,105335,105651,104700,94439,105016
0015_340.3,32865,33475,35855,36150,38880,40820,44130,45310,47400,48705,51740,55440,58545,63635,70575,71675,73875,76620,81105,82725,92940,96130,82530,83195,84940,87425,88735,85275,94505,96800,96480,96720,96420,101815,111900,121275,118768,119060,118007,106442,118457
0015_342.0,28885,29400,31200,33300,35785,36990,39950,40110,48170,49500,52580,56345,59500,64675,71725,72850,75085,77880,82397,84045,88550,92180,79180,79813,81490,84540,85810,82460,91365,93560,94890,95080,94795,100105,110015,119255,116751,117101,116047,104674,116397
0015_343.1,25135,25590,26870,28070,30355,31340,32325,32455,41305,42445,45090,48320,51025,53260,59070,59995,61835,64135,67854,69210,72670,75649,66571,67103,68510,70515,71575,68780,76210,78040,77805,77960,77725,82080,90205,97783,95730,96017,95153,85828,95441
0015_343.9,25135,25590,26870,25590,27875,28500,29125,40520,38310,39840,42320,45350,47890,49805,55235,56100,57825,59980,63458,62932,65190,87862,60000,60480,65145,67050,68055,65400,72465,74205,73980,74130,73905,78045,85775,92978,91025,91298,90476,81609,90749
0015_345.0,19355,19550,20225,20250,22135,22540,22945,23040,30865,33255,35325,37855,39975,43450,48190,48960,50465,52345,55381,56490,57035,59373,52840,53262,54380,55970,56810,54595,60490,61940,61760,61885,61700,65155,71605,77618,75988,76216,75530,68128,75758
0015_346.7,18425,18600,19150,18885,19970,20340,20710,20795,28540,29940,31805,34065,35975,39105,43370,44050,45371,47060,50481,51490,52875,55042,48987,46918,47900,49305,50045,48095,53285,54565,54400,54510,54345,57390,63070,68370,66934,67135,66531,60011,66732
0015_349.4,17320,17500,17925,16355,16670,16950,17230,24650,25190,25885,27440,29390,31040,33740,37420,38005,39175,40635,43560,44229,45415,47277,42076,40790,41645,42865,43510,41725,46680,47520,47380,48090,44685,46030,48650,51182,52257,53668,54688,47032,54322
0015_351.9,19375,19575,19925,15575,15890,16050,16210,,23850,24510,26035,27885,29450,32010,35500,36055,37165,38540,41314,43130,44680,47271,42071,40598,41405,42380,43185,41020,44445,44755,44620,44930,46055,47160,50650,53790,55726,57063,58375,55515,64953
0015_357.6,17840,18025,18375,15000,15320,15480,11585,,22530,23150,24595,26360,27840,30260,33560,34085,35130,36430,38898,40610,42070,44510,39490,38490,37690,38155,38755,38665,41990,42010,40800,41290,41785,42210,45785,45381,47000,52658,54223,50590,58172
0015_362.0,10465,10575,10825,9550,9750,9850,9950,,14515,14915,15845,16400,17320,18830,20880,24200,24945,25868,27620,29652,30715,32046,30443,29681,24990,25300,25705,27270,29615,27590,26790,27110,26175,26435,28685,28426,29364,30744,31666,29544,32942
0015_363.7,8075,8140,8350,9320,9500,9550,9600,,14515,14915,15845,16400,17320,18830,20880,21470,22130,22955,24492,25962,26870,27971,26572,25907,23215,23505,23880,25370,27515,27545,24830,25130,25430,25685,27870,27618,28529,29870,30766,28705,32006
0015_365.5,8075,8140,8350,9320,9500,9550,9600,,13080,13440,14280,14780,15610,17800,19740,20050,20665,21435,22720,23720,24183,25174,23775,23180,20715,22150,22505,22460,24390,24415,21820,23045,23320,23555,25555,25327,26163,27393,28215,26325,29352
0026_000.0,17900,17900,18320,18800,19600,19675,19750,20125,20510,21350,21295,21185,21370,22280,23110,23345,23900,22704,24565,25415,25585,27310,27310,27475,27390,28600,29000,28390,28220,20910,20845,20430,19915,20135,21000,22115,22712,22939,23352,20853,22605
0026_000.2,17900,17900,18320,18800,19600,19675,19750,20125,20510,21350,21295,21185,21370,22280,23110,23345,23900,22704,24565,25415,25585,27310,27310,27475,27390,28600,29000,28390,28220,20910,20845,20430,19915,20135,21000,22115,22712,22939,23352,20853,22605
0026_000.4,20600,20600,21020,21650,22450,22535,22620,22715,23145,24095,24035,26075,26305,25515,25995,26270,26895,25550,27645,28750,28940,32160,31585,31165,31070,31535,31975,31310,31530,31560,40200,40080,41120,42930,45035,47017,48286,48914,49403,42981,47623
0026_000.7,20600,20600,21020,21650,22450,22535,22620,22715,23145,24095,24035,26075,26305,25515,25995,26270,26895,25550,27645,28750,28940,32160,31585,31165,31070,31535,31975,31310,31530,31560,40200,40080,41120,42930,45035,47017,48286,48914,49403,42981,47623
0026_001.0,29700,29700,30120,31025,31825,31945,32065,30840,31430,32720,32635,37070,37395,35265,35930,36310,37175,35315,38205,39733,40000,42695,37045,36555,36505,34925,35415,34670,34915,34950,41000,40875,41940,43785,45930,47951,49246,49886,50385,43835,48569
0026_001.3,30100,30100,30525,31440,32240,32360,32480,31540,32905,34050,33960,37625,40160,38955,39690,40110,41065,42090,45535,45180,45480,48540,47675,47040,46990,25580,31355,30695,30910,30940,30045,29955,30735,32085,33660,35139,36088,54132,54673,47566,52703
0026_001.8,30100,30100,30525,31440,32240,32360,32480,31540,32905,34050,33960,37625,40160,38955,39690,40110,41065,42090,45535,45180,45480,48540,47675,47040,46990,25580,31355,30695,30910,30940,30045,29955,30735,32085,33660,35139,36088,54132,54673,47566,52703
0026_002.7,30100,30100,30525,31440,32240,32360,32480,31540,32905,34050,33960,37625,40160,38955,39690,40110,41065,42090,45535,45180,45480,48540,47675,47040,46990,25580,31355,30695,30910,30940,30045,29955,30735,32085,33660,35139,36088,54132,54673,47566,52703
0026_003.0,11700,11230,11650,12000,12500,12000,12165,11870,12340,12845,12815,14620,15045,15790,16090,16260,16650,16650,18015,17875,17995,19200,18860,18610,18585,12310,12480,12010,12090,12105,8700,8675,8900,9295,9750,10178,12542,12705,12832,11164,12370
0026_003.2,11700,11230,11650,12000,12500,12000,12165,11870,12340,12845,12815,14620,15045,15790,16090,16260,16650,16650,18015,17875,17995,19200,18860,18610,18585,12310,12480,12010,12090,12105,8700,8675,8900,9295,9750,10178,12542,12705,12832,11164,12370
0026_003.3,11700,11230,11650,12000,12500,12000,12165,11870,12340,12845,12815,14620,15045,15790,16090,16260,16650,16650,18015,17875,17995,19200,18860,18610,18585,12310,12480,12010,12090,12105,8700,8675,8900,9295,9750,10178,12542,12705,12832,11164,12370
0026_003.5,11600,11100,11500,12000,12500,12000,12165,11870,12340,12845,12815,14620,15045,15790,16090,16260,16650,16650,18015,17875,17995,19200,18860,18610,18525,12055,12225,11760,11840,11855,8525,8500,8720,9105,9550,9970,10239,10372,10476,9114,10098
0037_000.0,5815,5910,6240,6490,6575,6675,6775,6765,7100,7545,7525,7800,8360,8785,9015,9255,9475,9590,10420,10340,10410,11110,12030,12545,12505,13060,13245,12595,12520,14495,14450,14160,13810,13960,14560,15332,15746,15903,16189,14457,15671
0037_001.0,2485,2525,2670,2775,2850,2900,2950,2945,3545,3685,5710,5920,6055,6925,7110,7195,7370,7460,8075,7047,7095,7575,7575,11860,11915,12445,12620,14230,14145,14085,13530,13260,12925,13070,13630,14353,17675,17852,18173,16228,17591
0037_001.5,2485,2525,2670,2775,2850,2900,2950,2945,3545,3685,5710,5920,6055,6925,7110,7195,7370,7460,8075,7047,7095,7575,7575,11860,11915,12445,12620,14230,14145,14085,13530,13260,12925,13070,13630,14353,17675,17852,18173,16228,17591
0037_002.0,2485,2525,2670,2775,2850,2900,2950,2945,3545,3685,5710,5920,6055,6925,7110,7195,7370,7460,8075,7047,7095,7575,7575,7620,7600,12205,12375,13960,13875,13820,13780,13505,13165,13310,15150,15955,16386,16550,16848,15045,16309
0037_003.0,1845,1875,1980,2060,2115,2150,2185,2185,2400,2495,1735,1700,1740,1830,1880,1905,1950,1975,2140,1926,1940,2075,2075,2280,2275,2375,8915,8480,8430,3095,3085,3025,2950,2980,3110,3274,3362,3396,3457,3087,3346
0037_003.5,1845,1875,1980,2060,2115,2150,2185,2185,2400,2495,1735,1700,1740,1830,1880,1905,1950,1975,2140,1926,1940,2075,2075,2280,2275,2375,8915,8480,8430,3095,3085,3025,2950,2980,3110,3274,3362,3396,3457,3087,3346
0037_004.1,1845,1875,1980,2060,2115,2150,2185,2185,2400,2495,1735,1700,1740,1830,1880,1905,1950,1975,2140,1926,1940,2075,2075,2280,2275,2375,8915,8480,8430,3095,3085,3025,2950,2980,3110,3274,3362,3396,3457,3087,3346
0037_004.5,685,695,735,765,785,795,805,840,860,1240,1005,1065,1615,1345,1380,1410,1445,1401,1520,1365,1375,1470,1420,1655,1650,2270,2300,2190,1965,1955,1835,1800,1755,1775,1850,1948,2660,2687,2735,2442,2647
0037_005.7,685,695,735,765,785,795,805,840,860,1240,1005,1065,1615,1345,1380,1410,1445,1401,1520,1365,1375,1470,1420,1655,1650,2270,2300,2190,1965,1955,1835,1800,1755,1775,1850,1948,2660,2687,2735,2442,2647
0037_006.2,685,695,735,765,785,795,805,840,860,1240,1005,1065,1615,1515,1515,1570,1635,1525,1580,1565,1580,1660,1635,1710,1780,1860,2050,1950,1935,1930,1920,2035,1985,2005,2090,2203,2262,2285,2326,2077,2251
0037_006.7,1580,1605,1695,1760,1800,1825,1850,1675,1700,1760,1785,1750,1845,1845,1825,1890,1965,1906,1975,2435,2010,2110,2075,2170,2240,2340,2375,2255,2245,2935,2930,2870,2795,2830,2950,3106,3190,3222,3280,2929,3175
0037_007.2,1580,1605,1695,1760,1800,1825,1850,1675,1700,1760,1785,1750,1845,1845,1825,1890,1965,1906,1975,2435,2010,2110,2075,2170,2240,2340,2375,2255,2245,2935,2930,2870,2795,2830,2950,3106,3190,3222,3280,2929,3175
0037_009.0,1580,1605,1695,1760,1800,1825,1850,1675,1700,1760,1785,1750,1845,1845,1825,1890,1965,1906,1975,2435,2010,2110,2075,2170,2240,2340,2375,2255,2245,2935,2930,2870,2795,2830,2950,3106,3190,3222,3280,2929,3175
0037_009.6,1580,1605,1695,1760,1800,1825,1850,1675,1700,1760,1785,1750,1845,1845,1825,1890,1965,1906,1975,2435,2010,2110,2075,2170,2240,2340,2375,2255,2245,2935,2930,2870,2795,2830,2950,3106,3190,3222,3280,2929,3175
0037_010.0,,,2750,2860,2925,2970,3015,2665,2705,2800,3080,3195,3370,3370,3370,3485,3625,3878,4020,5430,5480,6315,6205,6485,6695,6995,7095,6745,6705,6680,9265,9080,8855,8950,9335,9831,10096,10197,10381,9270,10049
0037_010.5,,,2750,2860,2925,2970,3015,2665,2705,2800,3080,3195,3370,3370,3370,3485,3625,3878,4020,5430,5480,6315,6205,6485,6695,6995,7095,6745,6705,6680,9265,9080,8855,8950,9335,9831,10096,10197,10381,9270,10049
0037_011.5,,,2750,2860,2925,2970,3015,2665,2705,2800,3080,3195,3370,3370,3370,3405,3490,4015,4345,5600,5640,6020,5965,6005,6490,6780,6875,6540,6500,6475,8200,8340,8130,8220,8575,9029,9273,10666,10858,9696,10510
0038_000.0,3185,3185,3225,3290,3330,3340,3350,3310,4300,4300,4320,3100,3970,4590,4710,4765,4880,4940,5345,5305,5336,3736,3736,2860,2855,2985,3000,2855,2840,2825,2820,2765,2695,2725,2840,2992,3073,3104,3160,2822,3059
0038_000.5,1065,1065,1080,1100,1115,1120,1125,,2800,2800,2815,2685,3540,3720,3820,3865,3960,4010,4340,4310,4340,2735,2735,2755,2750,2870,2910,2765,2315,2305,2455,2410,2350,2375,2475,2607,3689,3726,3793,3387,3672
0038_003.2,1065,1065,1080,1100,1115,1120,1125,,2800,2800,2815,2685,3540,3720,3820,3865,3960,4010,4340,4310,4340,2735,2735,2755,2750,2870,2910,2765,2315,2305,2455,2410,2350,2375,2475,2607,3689,3726,3793,3387,3672
0039_000.0,,5000,5135,5215,5215,5280,5345,3510,3560,5020,5055,6070,6400,6215,6590,5970,6115,6280,5255,5195,5930,6220,6110,6085,6280,6375,6465,6220,6260,5155,5005,4990,5120,5345,5605,5853,6011,6089,6150,5351,5929
0039_000.5,,5000,5135,5215,5215,5280,5345,3510,3560,5020,5055,6070,6400,6215,6590,5970,6115,6280,5255,5195,5930,6220,6110,6085,6280,6375,6465,6220,6260,5155,5005,4990,5120,5345,5605,5853,6011,6089,6150,5351,5929
0039_001.5,,5000,5135,5215,5215,5280,5345,3510,3560,5020,5055,6070,6400,6215,6590,5970,6115,6280,5255,5195,5930,6220,6110,6385,5790,5880,5960,6740,6790,6795,6715,6695,6870,7170,7520,7852,7714,7814,7892,6866,7608
0039_002.4,,5000,5135,5215,5215,5280,5345,3510,3560,5020,5055,6070,6400,6215,6590,5970,6115,6190,6700,6650,6695,7150,7150,7195,7175,7280,7380,7100,7150,7160,6950,6930,7110,7420,7785,8129,8348,8457,8542,7432,8235
0039_003.5,6265,6500,6675,6740,6740,6825,6910,7200,7300,13370,13470,13220,13935,14625,14900,13880,14210,14380,13910,13805,13900,14835,11305,11155,9910,16655,16320,15700,15810,15830,15370,15325,15720,16415,17215,17975,18460,18700,18887,16432,18207
0039_004.0,14830,14100,14500,14400,14405,14625,14845,18785,19775,21215,20155,21305,22120,25380,25380,25380,25985,28583,30925,30685,30869,32950,24712,24385,23165,22600,22915,22565,22720,22745,26310,26235,26915,28100,29475,30773,31604,32015,32335,28131,31169
0039_004.3,14830,14100,14500,14400,14405,14625,14845,18785,19775,21215,20155,23055,23935,25120,23235,23480,24040,26515,28685,28460,28650,30569,22926,22620,22590,22925,23245,22365,22520,22545,21890,30100,30885,32245,33825,35312,36265,36736,37103,32280,35766
0039_005.1,14830,14100,14500,14400,14405,14625,14845,18785,19775,21215,20155,23055,23935,25120,23235,23480,24040,26515,28685,28460,28650,30569,22926,22620,22590,22925,23245,22365,22520,22545,21890,30100,30885,32245,33825,35312,36265,36736,37103,32280,35766
0039_006.0,,,17420,17230,17235,17500,19905,20620,21705,23260,22030,23280,24170,25125,25125,25390,25995,28594,30935,30721,30925,33010,23725,24745,24710,25080,22210,21365,21515,21540,20915,20850,21390,22335,23425,24458,25118,25445,25699,22358,24773
0039_006.1,,,17420,17230,17235,17500,19905,20620,21705,23260,22030,23280,24170,25125,25125,25390,25995,28594,30935,30721,30925,33010,23725,24745,24710,25080,22210,21365,21515,21540,20915,20850,21390,22335,23425,24458,25118,25445,25699,22358,24773
0039_006.2,,,17420,17230,17235,17500,19905,20620,21705,23260,22030,23280,24170,25125,25125,25390,25995,28594,30935,30721,30925,33010,23725,24745,24710,25080,22210,21365,21515,21540,20915,20850,21390,22335,23425,24458,25118,25445,25699,22358,24773
0039_006.4,12210,12210,12650,12550,12555,12750,12945,13410,14115,15130,14330,15145,15725,16505,16800,16980,17385,18775,21635,21875,23565,25155,24705,24375,22855,23200,23525,22805,22965,22985,19430,19370,19875,20750,21765,22723,23628,23935,24174,21031,23302
0039_007.3,8585,8585,8900,8800,10600,10875,11865,10575,11135,11935,11305,11950,12410,13025,13270,13410,13410,14482,15670,15550,15655,17370,17060,16835,16815,17195,17435,16775,16715,16730,16245,16300,16725,17460,18315,19123,19639,19894,20093,17481,19369
0039_007.7,5710,5710,5850,5550,7200,7475,7750,7785,8020,11540,10965,11310,11580,12600,12665,12795,12671,13684,14805,14690,14790,15785,15785,15580,15530,16220,9750,9270,9355,9430,9580,8890,7400,9210,9700,10174,10469,10825,10966,11580,10248
0039_007.9,4700,4725,4825,4525,6500,6750,7000,7030,7165,6975,7060,7285,7650,7980,8020,8245,8121,8689,9253,9188,9188,8728,8728,8780,7395,7725,7835,7620,7690,7560,7680,7125,5930,7385,7775,8155,6947,7183,7276,7683,6799
0039_008.7,6195,6215,6310,5665,5780,6000,6450,6510,6505,6035,6075,6420,6745,7365,7325,7550,7435,7935,8385,8320,8305,7350,7795,8510,8090,8220,8065,7850,7920,7785,7910,7340,6110,7605,8005,8393,8640,8936,9056,9563,8463
0048_000.0,7025,7050,7150,7150,7150,7325,7500,7410,7040,7635,8015,7500,9895,16500,16910,16645,18667,20085,21730,22794,22945,24490,22120,22255,22185,28765,29170,27740,27575,27465,27380,28205,27500,27805,35645,37535,38548,38933,39634,35393,38366
0048_000.5,9940,10050,10300,10300,10500,10750,11000,,15000,15615,15975,15500,19130,19945,20690,20365,21115,21370,23120,24252,24415,26060,26060,22890,25740,26880,,30365,30185,30060,29970,29375,28640,28955,30200,31800,32659,32986,33580,29987,32506
